Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ThumbnailURL,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
"Untitled (Bayside, Ontario, Canada)",Sheron Rupp,5083,"(American, born 1943)",(American),(1943),(0),(Female),1995,Chromogenic color print,"25 7/8 × 32 1/16"" (65.8 × 81.4 cm)",E.T. Harmax Foundation Fund,65.1997.x1-x2,Photograph,Photography,1997-03-06,Y,45412,http://www.moma.org/collection/works/45412,http://www.moma.org/media/W1siZiIsIjQwMDgyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f112d13428bbbb1c,,,,65.8,,,81.4,,
Jakob and Lars,Monika Andersson,170,"(Swedish, born 1957)",(Swedish),(1957),(0),(Female),1984,Gelatin silver print,"14 7/8 × 12 1/16"" (37.8 × 30.6 cm)",The Family of Man Fund,66.1988,Photograph,Photography,1988-03-10,Y,45473,http://www.moma.org/collection/works/45473,http://www.moma.org/media/W1siZiIsIjIwNzY4MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ce2cd3eaf7f55738,,,,37.8,,,30.6,,
Untitled,Robert Flynt,7028,"(American, born 1956)",(American),(1956),(0),(Male),1991,Chromogenic color print,"21 7/8 × 11 5/16"" (55.6 × 28.8 cm)",Purchase,66.1993.x1-x2,Photograph,Photography,1993-03-11,Y,45476,http://www.moma.org/collection/works/45476,http://www.moma.org/media/W1siZiIsIjIwMTk5NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0c209cb33560babf,,,,55.6,,,28.8,,
Untitled,Robert Flynt,7028,"(American, born 1956)",(American),(1956),(0),(Male),1991,Chromogenic color print,"15 7/8 × 21 13/16"" (40.3 × 55.4 cm)",Purchase,67.1993.x1-x2,Photograph,Photography,1993-03-11,Y,45501,http://www.moma.org/collection/works/45501,http://www.moma.org/media/W1siZiIsIjIwMTk5NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a1babad79bada2a9,,,,40.3,,,55.4,,
"Westport High School Prom, Stamford, Connecticut. (smiling woman dancing)",Ken Graves,2307,"(American, born 1942)",(American),(1942),(0),(Male),1992,Gelatin silver print,"16 13/16 × 13 11/16"" (42.7 × 34.7 cm)",The Family of Man Fund,68.1993,Photograph,Photography,1993-03-11,N,45526,,,,,,42.7,,,34.7,,
Untitled. (artificial suburban pond),Thomas Bamberger,319,"(American, born 1948)",(American),(1948),(0),(Male),1994,Gelatin silver print,"20 1/2 × 32 1/16"" (52.1 × 81.4 cm)",E.T. Harmax Foundation Fund,69.1995,Photograph,Photography,1995-03-09,N,45553,,,,,,52.1,,,81.4,,
"Hangzhou, China",Lois Conner,6616,"(American, born 1951)",(American),(1951),(0),(Female),1984,Platinum print,"6 1/2 × 16 3/4"" (16.7 × 42.7 cm)",Joseph G. Mayer Fund,70.1986,Photograph,Photography,1986-01-15,Y,45572,http://www.moma.org/collection/works/45572,http://www.moma.org/media/W1siZiIsIjI1OTMxOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4663df44af60ddf0,,,,16.7,,,42.7,,
"Hector, Wexaco, Texas",Gay Block,607,"(American, born 1942)",(American),(1942),(0),(Female),1985,Dye transfer prints,"12 15/16 × 10"" (32.8 × 25.5 cm)",Gift of the artist in honor of Anne W. Tucker,70.1988.a-b,Photograph,Photography,1988-03-10,Y,45573,http://www.moma.org/collection/works/45573,http://www.moma.org/media/W1siZiIsIjIxNjcyNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3d588eea4a38ec48,,,,32.8,,,25.5,,
Ground #35,Uta Barth,7827,"(American, born 1958)",(American),(1958),(0),(Female),1994,"Chromogenic color print, printed 1994","17 7/16 × 20 15/16"" (44.3 × 53.3 cm)",E.T. Harmax Foundation Fund,70.1995.x1-x2,Photograph,Photography,1995-03-09,Y,45578,http://www.moma.org/collection/works/45578,http://www.moma.org/media/W1siZiIsIjIwODE0MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=adc5980e4dec4c9f,,,,44.3,,,53.3,,
From Here I Saw What Happened and I Cried,Carrie Mae Weems,7177,"(American, born 1953)",(American),(1953),(0),(Female),1995-96,Chromogenic color prints with sand-blasted text on glass,"28 works: 26 3/4 × 22"" (67.9 × 55.8 cm); 4 works: 22 × 26¾"" (55.8 × 67.9 cm); 2 works: 43 1/2 × 33 1/2"" (110.4 × 85 cm)",Gift on behalf of The Friends of Education of The Museum of Modern Art,70.1997.1-34,Photograph,Photography,1997-03-06,Y,45579,http://www.moma.org/collection/works/45579,http://www.moma.org/media/W1siZiIsIjY1Nzg3Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=842ab756e4d6ee9d,,,,106.7,,,78.7,,
"Yangshuo, China",Lois Conner,6616,"(American, born 1951)",(American),(1951),(0),(Female),1984,Platinum print,"6 5/8 × 16 1/2"" (16.8 × 42.1 cm)",Gift of the artist,71.1986,Photograph,Photography,1986-01-15,Y,45597,http://www.moma.org/collection/works/45597,http://www.moma.org/media/W1siZiIsIjI1OTMyMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4ed7ad5f1f78a83e,,,,16.8,,,42.1,,
Dionysus-Hera,George Woodman,6445,"(American, born 1932)",(American),(1932),(0),(Male),1987-88,Gelatin silver print (resin-coated),"18 1/2 × 14 3/4"" (47 × 37.5 cm)",The Family of Man Fund,71.1989,Photograph,Photography,1989-03-09,Y,45599,http://www.moma.org/collection/works/45599,http://www.moma.org/media/W1siZiIsIjI0MDAzNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5a30bd664f480e8c,,,,47.0,,,37.5,,
D 91-3,Gerd Bonfert,7831,"(Romanian, born 1953)",(Romanian),(1953),(0),(Male),1991,Gelatin silver print,"47 13/16 × 35 5/8"" (121.5 × 90.5 cm)",The Fellows of Photography Fund,71.1995,Photograph,Photography,1995-03-09,N,45603,,,,,,121.5,,,90.5,,
"Side View, Bent",John Coplans,1237,"(British, 1920–2003)",(British),(1920),(2003),(Male),1985,Gelatin silver print,"18 1/2 × 17 7/8"" (47.2 × 45.6 cm)",Robert and Joyce Menschel Fund,72.1986,Photograph,Photography,1986-01-15,Y,45650,http://www.moma.org/collection/works/45650,http://www.moma.org/media/W1siZiIsIjExOTA1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=dbb167198db39e90,,,,47.2,,,45.6,,
Gilles with Archaic Torso,George Woodman,6445,"(American, born 1932)",(American),(1932),(0),(Male),1988,Gelatin silver print (resin-coated),"19 7/16 × 14 3/16"" (49.4 × 36 cm)",The Family of Man Fund,72.1989,Photograph,Photography,1989-03-09,Y,45652,http://www.moma.org/collection/works/45652,http://www.moma.org/media/W1siZiIsIjI0MDAzNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d9826353b1ceedaf,,,,49.4,,,36.0,,
"Number 11, from the series Bad Blooms",Helen Chadwick,7542,"(British, 1953–1996)",(British),(1953),(1996),(Female),1992-93,Silver dye bleach print,"35 1/2 × 35 1/2"" (90.2 × 90.2 cm), round",Acquired through the generosity of Barbara Foshay and Christie Calder Salomon,72.1995,Photograph,Photography,1995-03-09,Y,45656,http://www.moma.org/collection/works/45656,http://www.moma.org/media/W1siZiIsIjk3MDY4Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=0499bd7da3fd5d03,,,,90.2,,,90.2,,
Untitled,Karl Baden,275,"(American, born 1952)",(American),(1952),(0),(Male),1983,Gelatin silver print,"18 1/2 × 12 7/16"" (47 × 31.6 cm)",The Family of Man Fund,73.1984,Photograph,Photography,1984-03-15,Y,45671,http://www.moma.org/collection/works/45671,http://www.moma.org/media/W1siZiIsIjIzODM4NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=75bc8807850750b5,,,,47.0,,,31.6,,
Nero,Mark Feldstein,1840,"(American, born Italy 1937)",(American),(1937),(0),(Male),1985,Gelatin silver print,"26 1/2 × 17 7/8"" (67.4 × 45.6 cm)",Purchase,73.1986,Photograph,Photography,1986-01-15,Y,45673,http://www.moma.org/collection/works/45673,http://www.moma.org/media/W1siZiIsIjI1MTE3MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ff783c8d0684cc8d,,,,67.4,,,45.6,,
Gilles with Psyche and Amor,George Woodman,6445,"(American, born 1932)",(American),(1932),(0),(Male),1988,Gelatin silver print,"19 15/16 × 15 1/8"" (50.7 × 38.5 cm)",The Family of Man Fund,73.1989,Photograph,Photography,1989-03-09,Y,45675,http://www.moma.org/collection/works/45675,http://www.moma.org/media/W1siZiIsIjI0MDAzOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b638fd0fedbd89e5,,,,50.7,,,38.5,,
"Smethport, Pennsylvania",Eva Lipman,6894,"(American, born 1946)",(American),(1946),(0),(Female),1992,Gelatin silver print,"13 3/4 × 16 7/8"" (35 × 42.9 cm)",Purchase,73.1993,Photograph,Photography,1993-03-11,Y,45677,http://www.moma.org/collection/works/45677,http://www.moma.org/media/W1siZiIsIjI4OTk4MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b41160006aef49be,,,,35.0,,,42.9,,
Untitled,Sylvia Wolf,6428,"(American, born 1957)",(American),(1957),(0),(Female),1986,Gelatin silver print,"12 3/8 × 18 1/2"" (31.5 × 47 cm)",E.T. Harmax Foundation Fund,74.1989,Photograph,Photography,1989-03-09,Y,45698,http://www.moma.org/collection/works/45698,http://www.moma.org/media/W1siZiIsIjQyODE1NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e1816ae34bf1574f,,,,31.5,,,47.0,,
"School for the Humanities, New York City",Eva Lipman,6894,"(American, born 1946)",(American),(1946),(0),(Female),1990,Gelatin silver print,"13 3/4 × 16 13/16"" (35 × 42.7 cm)",Gift of the artist,74.1993,Photograph,Photography,1993-03-11,Y,45700,http://www.moma.org/collection/works/45700,http://www.moma.org/media/W1siZiIsIjI4OTk4MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8b526945a8c76e50,,,,35.0,,,42.7,,
"Lincoln, Nebraska",Robert N. Friedman,2008,"(American, born 1948)",(American),(1948),(0),(Male),1983,Gelatin silver print,"7 15/16 × 12"" (20.2 × 30.4 cm)",Benjamin Zeller Memorial Fund,75.1984,Photograph,Photography,1984-03-15,Y,45717,http://www.moma.org/collection/works/45717,http://www.moma.org/media/W1siZiIsIjIxMzc4OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=caae4565d8066f76,,,,20.2,,,30.4,,
Untitled,Sylvia Wolf,6428,"(American, born 1957)",(American),(1957),(0),(Female),1986,Gelatin silver print,"18 11/16 × 12 9/16"" (47.5 × 31.9 cm)",Gift of the artist,75.1989,Photograph,Photography,1989-03-09,Y,45721,http://www.moma.org/collection/works/45721,http://www.moma.org/media/W1siZiIsIjI0MDAzOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f795d762bba1535d,,,,47.5,,,31.9,,
"Fashion Industries High School, New York City",Eva Lipman,6894,"(American, born 1946)",(American),(1946),(0),(Female),1991,Gelatin silver print,"16 3/4 × 13 11/16"" (42.6 × 34.7 cm)",Gift of the artist,75.1993,Photograph,Photography,1993-03-11,Y,45723,http://www.moma.org/collection/works/45723,http://www.moma.org/media/W1siZiIsIjI4OTk4MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2c0d22dd5c4bc8a7,,,,42.6,,,34.7,,
"Colstrip, Montana",David T. Hanson,2493,"(American, born 1948)",(American),(1948),(0),(Male),1984,Chromogenic color print,"17 7/8 × 22 1/16"" (45.3 × 56.1 cm)",Acquired through the generosity of Shirley C. Burden,76.1984.x1-x2,Photograph,Photography,1984-03-15,Y,45740,http://www.moma.org/collection/works/45740,http://www.moma.org/media/W1siZiIsIjI0MDA0MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=74d181b7e806262c,,,,45.3,,,56.1,,
"The Bikers' Blessing, Baldwin, Michigan",Stephen R. Milanowski,3976,"(American, born 1953)",(American),(1953),(0),(Male),1992,Silver dye bleach print,"18 9/16 × 15"" (47.1 × 38.1 cm)",Gift of the artist,76.1993,Photograph,Photography,1993-03-11,Y,45746,http://www.moma.org/collection/works/45746,http://www.moma.org/media/W1siZiIsIjIzMzUzMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=28bf4fa2aeefa90c,,,,47.1,,,38.1,,
Sha Tin,Andreas Gursky,7806,"(German, born 1955)",(German),(1955),(0),(Male),1994,Chromogenic color print,"70 7/8 × 92 1/2"" (180 × 235 cm)",Horace W. Goldsmith Fund through Robert B. Menschel,76.1995,Photograph,Photography,1995-03-09,Y,45748,http://www.moma.org/collection/works/45748,http://www.moma.org/media/W1siZiIsIjk3MDY5Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=34e8a0af49adb42c,,,,180.0,,,235.0,,
"Clementine, Sam and Bebe, Syracuse",Nicholas Nixon,4315,"(American, born 1947)",(American),(1947),(0),(Male),1992,Gelatin silver print,"13 7/16 × 16 9/16"" (34.4 × 42.4 cm)",Gift of the artist,77.1993,Photograph,Photography,1993-03-11,Y,45768,http://www.moma.org/collection/works/45768,http://www.moma.org/media/W1siZiIsIjE5OTA3OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2a1df56af0e4cee9,,,,34.4,,,42.4,,
UNTITLED (Mother and Daughter),Thomas Bamberger,319,"(American, born 1948)",(American),(1948),(0),(Male),1984,Gelatin silver print,"21 5/8 × 32 1/4"" (54.8 × 81.9 cm)",The Family of Man Fund,78.1987,Photograph,Photography,1987-04-16,N,45787,,,,,,54.8,,,81.9,,
"Ryan Marin, Perkins",Nicholas Nixon,4315,"(American, born 1947)",(American),(1947),(0),(Male),1992,Gelatin silver print,"13 3/8 × 16 5/8"" (34.2 × 42.3 cm)",Purchase,78.1993,Photograph,Photography,1993-03-11,Y,45790,http://www.moma.org/collection/works/45790,http://www.moma.org/media/W1siZiIsIjE5OTA3OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2f4ad90cdfd2fe26,,,,34.2,,,42.3,,
"Untitled, Mekong Delta",An-My Lê,7901,"(American, born Vietnam 1960)",(American),(1960),(0),(Female),1994,Gelatin silver print,"9 1/8 × 13 3/16"" (23.2 × 33.5 cm)",Gift of Pierre N. Leval,78.1995,Photograph,Photography,1995-03-09,Y,45792,http://www.moma.org/collection/works/45792,http://www.moma.org/media/W1siZiIsIjIxMzc5OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=79ae27dc21c43871,,,,23.2,,,33.5,,
"Sam and Clementine, Cincinnati",Nicholas Nixon,4315,"(American, born 1947)",(American),(1947),(0),(Male),1990,Gelatin silver print,"7 9/16 × 9 11/16"" (19.5 × 24.5 cm)",Gift of the artist,79.1993,Photograph,Photography,1993-03-11,Y,45812,http://www.moma.org/collection/works/45812,http://www.moma.org/media/W1siZiIsIjE4ODQxMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2b203af2a70b8967,,,,19.5,,,24.5,,
Untitled,Bruce Horowitz,2729,"(American, born 1949)",(American),(1949),(0),(Male),1983,Gelatin silver print,"13 1/2 × 13 7/8"" (34.3 × 35.2 cm)",Gift of the artist,80.1986,Photograph,Photography,1986-01-15,Y,45829,http://www.moma.org/collection/works/45829,http://www.moma.org/media/W1siZiIsIjI4NjgxOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d3843d5c71fab2e6,,,,34.3,,,35.2,,
"Sam, Bebe and Clementine, Cambridge",Nicholas Nixon,4315,"(American, born 1947)",(American),(1947),(0),(Male),1990,Gelatin silver print,"7 11/16 × 9 1/2"" (19.6 × 24.5 cm)",Gift of the artist,80.1993,Photograph,Photography,1993-03-11,Y,45833,http://www.moma.org/collection/works/45833,http://www.moma.org/media/W1siZiIsIjIyMzk0NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=cb8b31da9c9277ca,,,,19.6,,,24.5,,
Untitled,Bruce Horowitz,2729,"(American, born 1949)",(American),(1949),(0),(Male),1984,Gelatin silver print,"13 3/8 × 13 3/4"" (34.2 × 35 cm)",Gift of the artist,81.1986,Photograph,Photography,1986-01-15,Y,45849,http://www.moma.org/collection/works/45849,http://www.moma.org/media/W1siZiIsIjI4NjYwNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=80fd2b4039183e88,,,,34.2,,,35.0,,
"Sam, Cambridge",Nicholas Nixon,4315,"(American, born 1947)",(American),(1947),(0),(Male),1992,Gelatin silver print,"7 11/16 × 9 5/8"" (19.6 × 24.5 cm)",Gift of the artist,81.1993,Photograph,Photography,1993-03-11,Y,45853,http://www.moma.org/collection/works/45853,http://www.moma.org/media/W1siZiIsIjE4ODQxMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=30dffed8384bf2f9,,,,19.6,,,24.5,,
Environment/Anti Environment #27,John Timothy Close,1157,"(American, born 1958)",(American),(1958),(0),(Male),1983,Chromogenic color print,"15 7/8 × 20 1/8"" (40.5 × 51.2 cm)",Acquired through the generosity of Barbara Jakobson,82.1985.x1-x2,Photograph,Photography,1985-03-27,Y,45868,http://www.moma.org/collection/works/45868,http://www.moma.org/media/W1siZiIsIjIzMzU3MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8fd6228ba85ee9f2,,,,40.5,,,51.2,,
Untitled,Baldwin S. Lee,3450,"(American, born 1951)",(American),(1951),(0),(Male),1984,Gelatin silver print,"15 × 18 7/8"" (38.1 × 48.1 cm)",Purchased with funds given anonymously,82.1986,Photograph,Photography,1986-01-15,Y,45869,http://www.moma.org/collection/works/45869,http://www.moma.org/media/W1siZiIsIjI4OTk4MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=326a41e0988ec6c3,,,,38.1,,,48.1,,
"Sam, Cambridge",Nicholas Nixon,4315,"(American, born 1947)",(American),(1947),(0),(Male),1992,Gelatin silver print,"7 11/16 × 9 5/8"" (19.6 × 24.5 cm)",Gift of the artist,82.1993,Photograph,Photography,1993-03-11,Y,45873,http://www.moma.org/collection/works/45873,http://www.moma.org/media/W1siZiIsIjE1NTUiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=22f180caaeeb09fd,,,,19.6,,,24.5,,
Untitled,Baldwin S. Lee,3450,"(American, born 1951)",(American),(1951),(0),(Male),1984,Gelatin silver print,"14 7/8 × 18 7/8"" (38 × 48.1 cm)",Purchased with funds given anonymously,83.1986,Photograph,Photography,1986-01-15,Y,45892,http://www.moma.org/collection/works/45892,http://www.moma.org/media/W1siZiIsIjI4OTk4NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=857cf363477a782a,,,,38.0,,,48.1,,
"Jamie Watkins, Perkins",Nicholas Nixon,4315,"(American, born 1947)",(American),(1947),(0),(Male),1991,Gelatin silver print,"7 11/16 × 9 9/16"" (19.5 × 24.5 cm)",Purchase,83.1993,Photograph,Photography,1993-03-11,Y,45896,http://www.moma.org/collection/works/45896,http://www.moma.org/media/W1siZiIsIjE1NjgiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=418fa7826ec8adfb,,,,19.5,,,24.5,,
Untitled,Baldwin S. Lee,3450,"(American, born 1951)",(American),(1951),(0),(Male),1985,Gelatin silver print,"14 7/8 × 18 7/8"" (38 × 48 cm)",Purchased with funds given anonymously,84.1986,Photograph,Photography,1986-01-15,Y,45913,http://www.moma.org/collection/works/45913,http://www.moma.org/media/W1siZiIsIjI4OTk4NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=28104698d27bddbc,,,,38.0,,,48.0,,
"Derek Bjorkman, Perkins",Nicholas Nixon,4315,"(American, born 1947)",(American),(1947),(0),(Male),1992,Gelatin silver print,"7 5/8 × 9 9/16"" (19.4 × 24.3 cm)",Purchase,84.1993,Photograph,Photography,1993-03-11,Y,45917,http://www.moma.org/collection/works/45917,http://www.moma.org/media/W1siZiIsIjE4ODQxMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d9289b319a8cb07b,,,,19.4,,,24.3,,
Elizabeth Bess-Haile,Toba Tucker,5962,"(American, born 1935)",(American),(1935),(0),(Female),1985,Gelatin silver print,"13 15/16 × 13 15/16"" (35.4 × 35.4 cm)",Horace W. Goldsmith Fund through Robert B. Menschel,84.1995,Photograph,Photography,1995-05-09,Y,45918,http://www.moma.org/collection/works/45918,http://www.moma.org/media/W1siZiIsIjI0MDA1MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=afa2e91c4a5078c0,,,,35.4,,,35.4,,
Untitled,Baldwin S. Lee,3450,"(American, born 1951)",(American),(1951),(0),(Male),1985,Gelatin silver print,"15 × 18 7/8"" (38.1 × 47.9 cm)",Purchased with funds given anonymously,85.1986,Photograph,Photography,1986-01-15,Y,45936,http://www.moma.org/collection/works/45936,http://www.moma.org/media/W1siZiIsIjI4OTk4NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0db018b2b6859154,,,,38.1,,,47.9,,
"Republican Parade, Strabane, Ireland",Paul Graham,2286,"(British, born 1956)",(British),(1956),(0),(Male),1986,Chromogenic color print,"26 3/4 × 34 11/16"" (68 × 88.1 cm)",Gift of the artist,85.1988,Photograph,Photography,1988-03-10,N,45938,,,,,,68.0,,,88.1,,
"Peter Proednic, Perkins",Nicholas Nixon,4315,"(American, born 1947)",(American),(1947),(0),(Male),1992,Gelatin silver print,"7 11/16 × 9 5/8"" (19.6 × 24.5 cm)",Purchase,85.1993,Photograph,Photography,1993-03-11,Y,45940,http://www.moma.org/collection/works/45940,http://www.moma.org/media/W1siZiIsIjE1OTYiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=03aaae1f46bc2e19,,,,19.6,,,24.5,,
UNTITLED (Swimmer under Water),Wayne Levin,3511,"(American, born 1945)",(American),(1945),(0),(Male),1983-84,Gelatin silver print,"12 × 17 7/8"" (30.5 × 45.5 cm)",Gift of the artist,86.1986,Photograph,Photography,1986-01-15,N,45958,,,,,,30.5,,,45.5,,
"Joel Geiger, Perkins",Nicholas Nixon,4315,"(American, born 1947)",(American),(1947),(0),(Male),1992,Gelatin silver print,"7 11/16 × 9 5/8"" (19.5 × 24.5 cm)",Purchase,86.1993,Photograph,Photography,1993-03-11,Y,45962,http://www.moma.org/collection/works/45962,http://www.moma.org/media/W1siZiIsIjE2MTQiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=1581be9b925f7084,,,,19.5,,,24.5,,
Leo,Per Maning,3727,"(Norwegian, born 1943)",(Norwegian),(1943),(0),(Male),1986,Gelatin silver print,"16 7/8 × 17 1/16"" (42.9 × 43.3 cm)",Gift of the artist,87.1988,Photograph,Photography,1988-03-10,Y,45984,http://www.moma.org/collection/works/45984,http://www.moma.org/media/W1siZiIsIjIzOTUwNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b947789791f9baf5,,,,42.9,,,43.3,,
Leo,Per Maning,3727,"(Norwegian, born 1943)",(Norwegian),(1943),(0),(Male),1987,Gelatin silver print,"16 15/16 × 16 7/8"" (43 × 42.9 cm)",Purchase,88.1988,Photograph,Photography,1988-03-10,Y,46009,http://www.moma.org/collection/works/46009,http://www.moma.org/media/W1siZiIsIjIzOTUwNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f2a31f5b5e69954b,,,,43.0,,,42.9,,
Untitled,Katharina Bosse,7970,"(German, born 1968)",(German),(1968),(0),(Female),1994,Chromogenic color print,"24 × 32 1/16"" (61 × 81.5 cm)",E.T. Harmax Foundation Fund,88.1999.x1-x2,Photograph,Photography,1999-03-11,Y,46013,http://www.moma.org/collection/works/46013,http://www.moma.org/media/W1siZiIsIjMwMzY0MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d047f91e737a5408,,,,61.0,,,81.5,,
